Time,tensao_na_carga
0.53513999999951845,15.017285284520234
0.53514199999951839,15.003258340216115
0.53514399999951834,14.98731923674606
0.53514599999951828,14.969530474969982
0.53514799999951823,14.949952884529404
0.53514999999951818,14.928645666751514
0.53515199999951812,14.915654806260973
0.53515399999951807,14.912414653574233
0.53515599999951802,14.916297003129763
0.53515799999951796,14.929476829403184
0.53515999999951791,14.95166029953482
0.53516199999951786,14.974278923100091
0.5351639999995178,14.993862335689967
0.53516599999951775,15.011226831133117
0.5351679999995177,15.02569288315661
0.53516999999951764,15.037349174200271
0.53517199999951759,15.046282044462677
0.53517399999951754,15.052575551861592
0.53517599999951748,15.056311530470643
0.53517799999951743,15.057569647471091
0.53517999999951738,15.05642745865616
0.53518199999951732,15.052960462524767
0.53518399999951727,15.047242153000383
0.53518599999951721,15.039344070809928
0.53518799999951716,15.02933585355666
0.53518999999951711,15.017285284520222
0.53519199999951705,15.003258340216107
0.535193999999517,14.987319236746059
0.53519599999951695,14.969530474969977
0.53519799999951689,14.949952884529397
0.53519999999951684,14.928645666751502
0.53520199999951679,14.915654806260962
0.53520399999951673,14.912414653574229
0.53520599999951668,14.916297003129751
0.53520799999951663,14.929476829403168
0.53520999999951657,14.951660299534797
0.53521199999951652,14.974278923100071
0.53521399999951647,14.993862335689947
0.53521599999951641,15.011226831133094
0.53521799999951636,15.025692883156587
0.5352199999995163,15.037349174200244
0.53522199999951625,15.046282044462652
0.5352239999995162,15.052575551861562
0.53522599999951614,15.056311530470609
0.53522799999951609,15.057569647471055
0.53522999999951604,15.056427458656124
0.53523199999951598,15.052960462524732
0.53523399999951593,15.047242153000349
0.53523599999951588,15.039344070809896
0.53523799999951582,15.029335853556631
0.53523999999951577,15.017285284520193
0.53524199999951572,15.003258340216078
0.53524399999951566,14.987319236746028
0.53524599999951561,14.969530474969954
0.53524799999951556,14.949952884529381
0.5352499999995155,14.928645666751493
0.53525199999951545,14.915654806260953
0.5352539999995154,14.912414653574221
0.53525599999951534,14.916297003129742
0.53525799999951529,14.929476829403159
0.53525999999951523,14.951660299534788
0.53526199999951518,14.974278923100062
0.53526399999951513,14.993862335689942
0.53526599999951507,15.011226831133088
0.53526799999951502,15.025692883156587
0.53526999999951497,15.037349174200251
0.53527199999951491,15.046282044462661
0.53527399999951486,15.052575551861574
0.53527599999951481,15.056311530470627
0.53527799999951475,15.057569647471071
0.5352799999995147,15.05642745865614
0.53528199999951465,15.052960462524757
0.53528399999951459,15.047242153000377
0.53528599999951454,15.039344070809928
0.53528799999951449,15.029335853556653
0.53528999999951443,15.017285284520218
0.53529199999951438,15.003258340216107
0.53529399999951432,14.987319236746051
0.53529599999951427,14.969530474969973
0.53529799999951422,14.949952884529397
0.53529999999951416,14.928645666751505
0.53530199999951411,14.915654806260973
0.53530399999951406,14.912414653574233
0.535305999999514,14.916297003129763
0.53530799999951395,14.929476829403184
0.5353099999995139,14.95166029953482
0.53531199999951384,14.974278923100091
0.53531399999951379,14.993862335689967
0.53531599999951374,15.011226831133117
0.53531799999951368,15.02569288315661
0.53531999999951363,15.037349174200271
0.53532199999951358,15.046282044462677
0.53532399999951352,15.052575551861592
0.53532599999951347,15.056311530470643
0.53532799999951342,15.057569647471091
0.53532999999951336,15.05642745865616
0.53533199999951331,15.052960462524767
0.53533399999951325,15.047242153000383
0.5353359999995132,15.039344070809928
0.53533799999951315,15.02933585355666
0.53533999999951309,15.017285284520222
0.53534199999951304,15.003258340216107
0.53534399999951299,14.987319236746059
0.53534599999951293,14.969530474969977
0.53534799999951288,14.949952884529397
0.53534999999951283,14.928645666751502
0.53535199999951277,14.915654806260962
0.53535399999951272,14.912414653574229
0.53535599999951267,14.916297003129751
0.53535799999951261,14.929476829403168
0.53535999999951256,14.951660299534797
0.53536199999951251,14.974278923100071
0.53536399999951245,14.993862335689947
0.5353659999995124,15.011226831133094
0.53536799999951235,15.025692883156591
0.53536999999951229,15.037349174200251
0.53537199999951224,15.046282044462661
0.53537399999951218,15.052575551861574
