Time,Forma_de_onde_no_comando,Vcon,Vramp
0.56642199999868148,0,0.40000000000000002,0.43999997471293867
0.56642399999868143,0,0.40000000000000002,0.47999997471187283
0.56642599999868137,0,0.40000000000000002,0.51999997471080706
0.56642799999868132,0,0.40000000000000002,0.55999997470974128
0.56642999999868127,0,0.40000000000000002,0.59999997470867539
0.56643199999868121,0,0.40000000000000002,0.63999997470760961
0.56643399999868116,0,0.40000000000000002,0.67999997470654383
0.56643599999868111,0,0.40000000000000002,0.71999997470547794
0.56643799999868105,0,0.40000000000000002,0.75999997470441216
0.566439999998681,0,0.40000000000000002,0.79999997470334638
0.56644199999868095,0,0.40000000000000002,0.83999997470228049
0.56644399999868089,0,0.40000000000000002,0.87999997470121472
0.56644599999868084,0,0.40000000000000002,0.91999997470014894
0.56644799999868078,0,0.40000000000000002,0.95999997469908305
0.56644999999868073,0,0.40000000000000002,0.99999997469801727
0.56645199999868068,1,0.40000000000000002,0.039999974696951456
0.56645399999868062,1,0.40000000000000002,0.079999974695885642
0.56645599999868057,1,0.40000000000000002,0.11999997469481982
0.56645799999868052,1,0.40000000000000002,0.15999997469375402
0.56645999999868046,1,0.40000000000000002,0.19999997469268821
0.56646199999868041,1,0.40000000000000002,0.23999997469162238
0.56646399999868036,1,0.40000000000000002,0.2799999746905566
0.5664659999986803,1,0.40000000000000002,0.31999997468949076
0.56646799999868025,1,0.40000000000000002,0.35999997468842493
0.5664699999986802,1,0.40000000000000002,0.39999997468735915
0.56647199999868014,0,0.40000000000000002,0.43999997468629332
0.56647399999868009,0,0.40000000000000002,0.47999997468522748
0.56647599999868004,0,0.40000000000000002,0.5199999746841617
0.56647799999867998,0,0.40000000000000002,0.55999997468309592
0.56647999999867993,0,0.40000000000000002,0.59999997468203004
0.56648199999867987,0,0.40000000000000002,0.63999997468096426
0.56648399999867982,0,0.40000000000000002,0.67999997467989848
0.56648599999867977,0,0.40000000000000002,0.71999997467883259
0.56648799999867971,0,0.40000000000000002,0.75999997467776681
0.56648999999867966,0,0.40000000000000002,0.79999997467670103
0.56649199999867961,0,0.40000000000000002,0.83999997467563514
0.56649399999867955,0,0.40000000000000002,0.87999997467456936
0.5664959999986795,0,0.40000000000000002,0.91999997467350358
0.56649799999867945,0,0.40000000000000002,0.95999997467243769
0.56649999999867939,0,0.40000000000000002,0.99999997467137192
0.56650199999867934,1,0.40000000000000002,0.039999974670306103
0.56650399999867929,1,0.40000000000000002,0.07999997466924029
0.56650599999867923,1,0.40000000000000002,0.11999997466817447
0.56650799999867918,1,0.40000000000000002,0.15999997466710866
0.56650999999867913,1,0.40000000000000002,0.19999997466604286
0.56651199999867907,1,0.40000000000000002,0.23999997466497702
0.56651399999867902,1,0.40000000000000002,0.27999997466391124
0.56651599999867897,1,0.40000000000000002,0.31999997466284541
0.56651799999867891,1,0.40000000000000002,0.35999997466177958
0.56651999999867886,1,0.40000000000000002,0.3999999746607138
0.5665219999986788,0,0.40000000000000002,0.43999997465964796
0.56652399999867875,0,0.40000000000000002,0.47999997465858213
0.5665259999986787,0,0.40000000000000002,0.51999997465751635
0.56652799999867864,0,0.40000000000000002,0.55999997465645057
0.56652999999867859,0,0.40000000000000002,0.59999997465538468
0.56653199999867854,0,0.40000000000000002,0.6399999746543189
0.56653399999867848,0,0.40000000000000002,0.67999997465325313
0.56653599999867843,0,0.40000000000000002,0.71999997465218724
0.56653799999867838,0,0.40000000000000002,0.75999997465112146
0.56653999999867832,0,0.40000000000000002,0.79999997465005568
0.56654199999867827,0,0.40000000000000002,0.83999997464898979
0.56654399999867822,0,0.40000000000000002,0.87999997464792401
0.56654599999867816,0,0.40000000000000002,0.91999997464685823
0.56654799999867811,0,0.40000000000000002,0.95999997464579234
0.56654999999867806,0,0.40000000000000002,0.99999997464472656
0.566551999998678,1,0.40000000000000002,0.03999997464366075
0.56655399999867795,1,0.40000000000000002,0.079999974642594937
0.56655599999867789,1,0.40000000000000002,0.11999997464152912
0.56655799999867784,1,0.40000000000000002,0.15999997464046331
0.56655999999867779,1,0.40000000000000002,0.1999999746393975
0.56656199999867773,1,0.40000000000000002,0.23999997463833167
0.56656399999867768,1,0.40000000000000002,0.27999997463726589
0.56656599999867763,1,0.40000000000000002,0.31999997463620006
0.56656799999867757,1,0.40000000000000002,0.35999997463513422
0.56656999999867752,1,0.40000000000000002,0.39999997463406844
0.56657199999867747,0,0.40000000000000002,0.43999997463300261
0.56657399999867741,0,0.40000000000000002,0.47999997463193678
0.56657599999867736,0,0.40000000000000002,0.519999974630871
0.56657799999867731,0,0.40000000000000002,0.55999997462980522
0.56657999999867725,0,0.40000000000000002,0.59999997462873933
0.5665819999986772,0,0.40000000000000002,0.63999997462767355
0.56658399999867715,0,0.40000000000000002,0.67999997462660777
0.56658599999867709,0,0.40000000000000002,0.71999997462554188
0.56658799999867704,0,0.40000000000000002,0.7599999746244761
0.56658999999867699,0,0.40000000000000002,0.79999997462341033
0.56659199999867693,0,0.40000000000000002,0.83999997462234444
0.56659399999867688,0,0.40000000000000002,0.87999997462127866
0.56659599999867682,0,0.40000000000000002,0.91999997462021288
0.56659799999867677,0,0.40000000000000002,0.95999997461914699
0.56659999999867672,0,0.40000000000000002,0.99999997461808121
0.56660199999867666,1,0.40000000000000002,0.039999974617015398
0.56660399999867661,1,0.40000000000000002,0.079999974615949584
0.56660599999867656,1,0.40000000000000002,0.11999997461488376
0.5666079999986765,1,0.40000000000000002,0.15999997461381796
0.56660999999867645,1,0.40000000000000002,0.19999997461275215
0.5666119999986764,1,0.40000000000000002,0.23999997461168632
0.56661399999867634,1,0.40000000000000002,0.27999997461062054
0.56661599999867629,1,0.40000000000000002,0.3199999746095547
0.56661799999867624,1,0.40000000000000002,0.35999997460848887
0.56661999999867618,1,0.40000000000000002,0.39999997460742309
0.56662199999867613,0,0.40000000000000002,0.43999997460635726
0.56662399999867608,0,0.40000000000000002,0.47999997460529142
0.56662599999867602,0,0.40000000000000002,0.51999997460422565
0.56662799999867597,0,0.40000000000000002,0.55999997460315987
0.56662999999867592,0,0.40000000000000002,0.59999997460209398
0.56663199999867586,0,0.40000000000000002,0.6399999746010282
0.56663399999867581,0,0.40000000000000002,0.67999997459996242
0.56663599999867575,0,0.40000000000000002,0.71999997459889653
0.5666379999986757,0,0.40000000000000002,0.75999997459783075
0.56663999999867565,0,0.40000000000000002,0.79999997459676497
0.56664199999867559,0,0.40000000000000002,0.83999997459569908
0.56664399999867554,0,0.40000000000000002,0.87999997459463331
0.56664599999867549,0,0.40000000000000002,0.91999997459356753
0.56664799999867543,0,0.40000000000000002,0.95999997459250164
0.56664999999867538,0,0.40000000000000002,0.99999997459143586
0.56665199999867533,1,0.40000000000000002,0.039999974590370045
0.56665399999867527,1,0.40000000000000002,0.079999974589304232
0.56665599999867522,1,0.40000000000000002,0.11999997458823841
